,Hashtag1,Hashtag2,Co-occurrence
2169,#MeToo:,#FridayFeeling,0
2170,#MeToo:,#HarveyWeinstein,17
2171,#MeToo:,#BelieveSurvivors,2
2172,#MeToo:,#Rape,21
2173,#MeToo:,#16Days,2
2174,#MeToo:,#BernardPark,0
2175,#BalanceTonPorc,#CHANGE🌍🌹#StopAbuse😝,0
2176,#BalanceTonPorc,#Cuéntalo,2
2177,#BalanceTonPorc,#WeToo,15
2178,#BalanceTonPorc,#metoo.,1
2179,#BalanceTonPorc,#TrumpSexProbe,0
2180,#BalanceTonPorc,#latism,0
2181,#BalanceTonPorc,#USLatino,0
2182,#BalanceTonPorc,#TNTweeters,0
2183,#BalanceTonPorc,#Trump,18
2184,#BalanceTonPorc,#resist,1
2185,#BalanceTonPorc,#trump,1
2186,#BalanceTonPorc,#immigration,0
2187,#BalanceTonPorc,#Resist,74
2188,#BalanceTonPorc,#TheResistance,15
2189,#BalanceTonPorc,#cuéntalo,0
2190,#BalanceTonPorc,#inmigracion,0
2191,#BalanceTonPorc,#MeQueer,0
2192,#BalanceTonPorc,#MeToo ,44
2193,#BalanceTonPorc,🌹#Follow,0
2194,#BalanceTonPorc,❣#MeToo,0
2195,#BalanceTonPorc,#BlueWave2018,0
2196,#BalanceTonPorc,#NowPlaying,1
2197,#BalanceTonPorc,#FBR,71
2198,#BalanceTonPorc,#MenToo,1
2199,#BalanceTonPorc,#FF,0
2200,#BalanceTonPorc,#AM2DM,0
2201,#BalanceTonPorc,🌺#RT,0
2202,#BalanceTonPorc,#BreakingNews,0
2203,#BalanceTonPorc,#NP,0
2204,#BalanceTonPorc,#NeverAgain,0
2205,#BalanceTonPorc,#KuToo,0
2206,#BalanceTonPorc,#東トルキスタン,0
2207,#BalanceTonPorc,#women,31
2208,#BalanceTonPorc,#충북여중_미투,0
2209,#BalanceTonPorc,#FreeUyghur,0
2210,#BalanceTonPorc,#TBT,0
2211,#BalanceTonPorc,#충북여중,0
2212,#BalanceTonPorc,#orangetheworld,40
2213,#BalanceTonPorc,#churchtoo,0
2214,#BalanceTonPorc,#MorningJoe,0
2215,#BalanceTonPorc,#WCW,0
2216,#BalanceTonPorc,#QAnon,3
2217,#BalanceTonPorc,#MeTooUyghur,0
2218,#BalanceTonPorc,#MeToo?,35
2219,#BalanceTonPorc,#timeisnow,0
2220,#BalanceTonPorc,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2221,#BalanceTonPorc,#4FLW,0
2222,#BalanceTonPorc,#FBF,0
2223,#BalanceTonPorc,#MeTooIndia,2
2224,#BalanceTonPorc,#MUSIC,0
2225,#BalanceTonPorc,#니가보인다,0
2226,#BalanceTonPorc,#genderequality,0
2227,#BalanceTonPorc,#16days,1
2228,#BalanceTonPorc,#AbuseFreeIndia,0
2229,#BalanceTonPorc,#News,2
2230,#BalanceTonPorc,#YoTambien,80
2231,#BalanceTonPorc,#IARTG,0
2232,#BalanceTonPorc,#Timesup,0
2233,#BalanceTonPorc,#MarchForOurLives,2
2234,#BalanceTonPorc,#ImmigrationReform,0
2235,#BalanceTonPorc,#WednesdayWisdom,1
2236,#BalanceTonPorc,#일급비밀,0
2237,#BalanceTonPorc,#SenDeAnlat,2
2238,#BalanceTonPorc,#ThursdayThoughts,0
2239,#BalanceTonPorc,#ImpeachTrump,0
2240,#BalanceTonPorc,#RT,51
2241,#BalanceTonPorc,#BlackLivesMatter,44
2242,#BalanceTonPorc,#伊藤詩織,0
2243,#BalanceTonPorc,#FridayFeeling,1
2244,#BalanceTonPorc,#HarveyWeinstein,26
2245,#BalanceTonPorc,#BelieveSurvivors,11
2246,#BalanceTonPorc,#Rape,12
2247,#BalanceTonPorc,#16Days,39
2248,#BalanceTonPorc,#BernardPark,0
2249,#CHANGE🌍🌹#StopAbuse😝,#Cuéntalo,0
2250,#CHANGE🌍🌹#StopAbuse😝,#WeToo,0
2251,#CHANGE🌍🌹#StopAbuse😝,#metoo.,0
2252,#CHANGE🌍🌹#StopAbuse😝,#TrumpSexProbe,0
2253,#CHANGE🌍🌹#StopAbuse😝,#latism,0
2254,#CHANGE🌍🌹#StopAbuse😝,#USLatino,0
2255,#CHANGE🌍🌹#StopAbuse😝,#TNTweeters,0
2256,#CHANGE🌍🌹#StopAbuse😝,#Trump,0
2257,#CHANGE🌍🌹#StopAbuse😝,#resist,0
2258,#CHANGE🌍🌹#StopAbuse😝,#trump,0
2259,#CHANGE🌍🌹#StopAbuse😝,#immigration,0
2260,#CHANGE🌍🌹#StopAbuse😝,#Resist,0
2261,#CHANGE🌍🌹#StopAbuse😝,#TheResistance,0
2262,#CHANGE🌍🌹#StopAbuse😝,#cuéntalo,0
2263,#CHANGE🌍🌹#StopAbuse😝,#inmigracion,0
2264,#CHANGE🌍🌹#StopAbuse😝,#MeQueer,0
2265,#CHANGE🌍🌹#StopAbuse😝,#MeToo ,2
2266,#CHANGE🌍🌹#StopAbuse😝,🌹#Follow,10271
2267,#CHANGE🌍🌹#StopAbuse😝,❣#MeToo,11281
2268,#CHANGE🌍🌹#StopAbuse😝,#BlueWave2018,0
2269,#CHANGE🌍🌹#StopAbuse😝,#NowPlaying,0
2270,#CHANGE🌍🌹#StopAbuse😝,#FBR,0
2271,#CHANGE🌍🌹#StopAbuse😝,#MenToo,0
2272,#CHANGE🌍🌹#StopAbuse😝,#FF,0
2273,#CHANGE🌍🌹#StopAbuse😝,#AM2DM,0
2274,#CHANGE🌍🌹#StopAbuse😝,🌺#RT,9589
2275,#CHANGE🌍🌹#StopAbuse😝,#BreakingNews,0
2276,#CHANGE🌍🌹#StopAbuse😝,#NP,0
2277,#CHANGE🌍🌹#StopAbuse😝,#NeverAgain,0
2278,#CHANGE🌍🌹#StopAbuse😝,#KuToo,0
2279,#CHANGE🌍🌹#StopAbuse😝,#東トルキスタン,0
2280,#CHANGE🌍🌹#StopAbuse😝,#women,0
2281,#CHANGE🌍🌹#StopAbuse😝,#충북여중_미투,0
2282,#CHANGE🌍🌹#StopAbuse😝,#FreeUyghur,0
2283,#CHANGE🌍🌹#StopAbuse😝,#TBT,0
2284,#CHANGE🌍🌹#StopAbuse😝,#충북여중,0
2285,#CHANGE🌍🌹#StopAbuse😝,#orangetheworld,0
2286,#CHANGE🌍🌹#StopAbuse😝,#churchtoo,0
2287,#CHANGE🌍🌹#StopAbuse😝,#MorningJoe,0
2288,#CHANGE🌍🌹#StopAbuse😝,#WCW,0
2289,#CHANGE🌍🌹#StopAbuse😝,#QAnon,0
2290,#CHANGE🌍🌹#StopAbuse😝,#MeTooUyghur,0
2291,#CHANGE🌍🌹#StopAbuse😝,#MeToo?,0
2292,#CHANGE🌍🌹#StopAbuse😝,#timeisnow,0
2293,#CHANGE🌍🌹#StopAbuse😝,#1WORLD1LAW_NOT_KILLING_ALLOWED,8101
2294,#CHANGE🌍🌹#StopAbuse😝,#4FLW,8101
2295,#CHANGE🌍🌹#StopAbuse😝,#FBF,0
2296,#CHANGE🌍🌹#StopAbuse😝,#MeTooIndia,0
2297,#CHANGE🌍🌹#StopAbuse😝,#MUSIC,0
2298,#CHANGE🌍🌹#StopAbuse😝,#니가보인다,0
2299,#CHANGE🌍🌹#StopAbuse😝,#genderequality,0
2300,#CHANGE🌍🌹#StopAbuse😝,#16days,0
2301,#CHANGE🌍🌹#StopAbuse😝,#AbuseFreeIndia,0
2302,#CHANGE🌍🌹#StopAbuse😝,#News,0
2303,#CHANGE🌍🌹#StopAbuse😝,#YoTambien,0
2304,#CHANGE🌍🌹#StopAbuse😝,#IARTG,0
2305,#CHANGE🌍🌹#StopAbuse😝,#Timesup,0
2306,#CHANGE🌍🌹#StopAbuse😝,#MarchForOurLives,0
2307,#CHANGE🌍🌹#StopAbuse😝,#ImmigrationReform,0
2308,#CHANGE🌍🌹#StopAbuse😝,#WednesdayWisdom,0
2309,#CHANGE🌍🌹#StopAbuse😝,#일급비밀,0
2310,#CHANGE🌍🌹#StopAbuse😝,#SenDeAnlat,0
2311,#CHANGE🌍🌹#StopAbuse😝,#ThursdayThoughts,0
2312,#CHANGE🌍🌹#StopAbuse😝,#ImpeachTrump,0
2313,#CHANGE🌍🌹#StopAbuse😝,#RT,10271
2314,#CHANGE🌍🌹#StopAbuse😝,#BlackLivesMatter,0
2315,#CHANGE🌍🌹#StopAbuse😝,#伊藤詩織,0
2316,#CHANGE🌍🌹#StopAbuse😝,#FridayFeeling,0
2317,#CHANGE🌍🌹#StopAbuse😝,#HarveyWeinstein,0
2318,#CHANGE🌍🌹#StopAbuse😝,#BelieveSurvivors,0
2319,#CHANGE🌍🌹#StopAbuse😝,#Rape,0
2320,#CHANGE🌍🌹#StopAbuse😝,#16Days,0
2321,#CHANGE🌍🌹#StopAbuse😝,#BernardPark,0
2322,#Cuéntalo,#WeToo,31
2323,#Cuéntalo,#metoo.,0
2324,#Cuéntalo,#TrumpSexProbe,0
2325,#Cuéntalo,#latism,0
2326,#Cuéntalo,#USLatino,0
2327,#Cuéntalo,#TNTweeters,0
2328,#Cuéntalo,#Trump,0
2329,#Cuéntalo,#resist,0
2330,#Cuéntalo,#trump,0
2331,#Cuéntalo,#immigration,0
2332,#Cuéntalo,#Resist,0
2333,#Cuéntalo,#TheResistance,0
2334,#Cuéntalo,#cuéntalo,8
2335,#Cuéntalo,#inmigracion,0
2336,#Cuéntalo,#MeQueer,0
2337,#Cuéntalo,#MeToo ,3
2338,#Cuéntalo,🌹#Follow,0
2339,#Cuéntalo,❣#MeToo,0
2340,#Cuéntalo,#BlueWave2018,0
2341,#Cuéntalo,#NowPlaying,2
2342,#Cuéntalo,#FBR,0
2343,#Cuéntalo,#MenToo,0
2344,#Cuéntalo,#FF,3
2345,#Cuéntalo,#AM2DM,0
2346,#Cuéntalo,🌺#RT,0
2347,#Cuéntalo,#BreakingNews,0
2348,#Cuéntalo,#NP,0
2349,#Cuéntalo,#NeverAgain,0
2350,#Cuéntalo,#KuToo,1
2351,#Cuéntalo,#東トルキスタン,0
2352,#Cuéntalo,#women,2
2353,#Cuéntalo,#충북여중_미투,0
2354,#Cuéntalo,#FreeUyghur,0
2355,#Cuéntalo,#TBT,0
2356,#Cuéntalo,#충북여중,0
2357,#Cuéntalo,#orangetheworld,0
2358,#Cuéntalo,#churchtoo,0
2359,#Cuéntalo,#MorningJoe,0
2360,#Cuéntalo,#WCW,0
2361,#Cuéntalo,#QAnon,0
2362,#Cuéntalo,#MeTooUyghur,0
2363,#Cuéntalo,#MeToo?,0
2364,#Cuéntalo,#timeisnow,0
2365,#Cuéntalo,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2366,#Cuéntalo,#4FLW,0
2367,#Cuéntalo,#FBF,0
2368,#Cuéntalo,#MeTooIndia,0
2369,#Cuéntalo,#MUSIC,0
2370,#Cuéntalo,#니가보인다,0
2371,#Cuéntalo,#genderequality,0
2372,#Cuéntalo,#16days,0
2373,#Cuéntalo,#AbuseFreeIndia,0
2374,#Cuéntalo,#News,3
2375,#Cuéntalo,#YoTambien,0
2376,#Cuéntalo,#IARTG,0
2377,#Cuéntalo,#Timesup,7
2378,#Cuéntalo,#MarchForOurLives,0
2379,#Cuéntalo,#ImmigrationReform,0
2380,#Cuéntalo,#WednesdayWisdom,0
2381,#Cuéntalo,#일급비밀,0
2382,#Cuéntalo,#SenDeAnlat,0
2383,#Cuéntalo,#ThursdayThoughts,0
2384,#Cuéntalo,#ImpeachTrump,0
2385,#Cuéntalo,#RT,2
2386,#Cuéntalo,#BlackLivesMatter,0
2387,#Cuéntalo,#伊藤詩織,0
2388,#Cuéntalo,#FridayFeeling,1
2389,#Cuéntalo,#HarveyWeinstein,0
2390,#Cuéntalo,#BelieveSurvivors,2
2391,#Cuéntalo,#Rape,3
2392,#Cuéntalo,#16Days,0
2393,#Cuéntalo,#BernardPark,0
2394,#WeToo,#metoo.,4
2395,#WeToo,#TrumpSexProbe,0
2396,#WeToo,#latism,0
2397,#WeToo,#USLatino,0
2398,#WeToo,#TNTweeters,0
2399,#WeToo,#Trump,12
2400,#WeToo,#resist,13
2401,#WeToo,#trump,0
2402,#WeToo,#immigration,0
2403,#WeToo,#Resist,76
2404,#WeToo,#TheResistance,0
2405,#WeToo,#cuéntalo,1
2406,#WeToo,#inmigracion,0
2407,#WeToo,#MeQueer,0
2408,#WeToo,#MeToo ,282
2409,#WeToo,🌹#Follow,0
2410,#WeToo,❣#MeToo,0
2411,#WeToo,#BlueWave2018,0
2412,#WeToo,#NowPlaying,0
2413,#WeToo,#FBR,0
2414,#WeToo,#MenToo,1531
2415,#WeToo,#FF,0
2416,#WeToo,#AM2DM,0
2417,#WeToo,🌺#RT,0
2418,#WeToo,#BreakingNews,0
2419,#WeToo,#NP,1
2420,#WeToo,#NeverAgain,4
2421,#WeToo,#KuToo,39
2422,#WeToo,#東トルキスタン,0
2423,#WeToo,#women,21
2424,#WeToo,#충북여중_미투,0
2425,#WeToo,#FreeUyghur,0
2426,#WeToo,#TBT,1
2427,#WeToo,#충북여중,0
2428,#WeToo,#orangetheworld,3
2429,#WeToo,#churchtoo,4
2430,#WeToo,#MorningJoe,0
2431,#WeToo,#WCW,0
2432,#WeToo,#QAnon,2
2433,#WeToo,#MeTooUyghur,0
2434,#WeToo,#MeToo?,5
2435,#WeToo,#timeisnow,0
2436,#WeToo,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2437,#WeToo,#4FLW,0
2438,#WeToo,#FBF,0
2439,#WeToo,#MeTooIndia,10
2440,#WeToo,#MUSIC,0
2441,#WeToo,#니가보인다,0
2442,#WeToo,#genderequality,5
2443,#WeToo,#16days,0
2444,#WeToo,#AbuseFreeIndia,0
2445,#WeToo,#News,3
2446,#WeToo,#YoTambien,0
2447,#WeToo,#IARTG,0
2448,#WeToo,#Timesup,17
2449,#WeToo,#MarchForOurLives,3
2450,#WeToo,#ImmigrationReform,0
2451,#WeToo,#WednesdayWisdom,3
2452,#WeToo,#일급비밀,0
2453,#WeToo,#SenDeAnlat,0
2454,#WeToo,#ThursdayThoughts,5
2455,#WeToo,#ImpeachTrump,0
2456,#WeToo,#RT,41
2457,#WeToo,#BlackLivesMatter,2
2458,#WeToo,#伊藤詩織,771
2459,#WeToo,#FridayFeeling,33
2460,#WeToo,#HarveyWeinstein,3
2461,#WeToo,#BelieveSurvivors,40
2462,#WeToo,#Rape,41
2463,#WeToo,#16Days,2
2464,#WeToo,#BernardPark,0
2465,#metoo.,#TrumpSexProbe,0
2466,#metoo.,#latism,0
2467,#metoo.,#USLatino,0
2468,#metoo.,#TNTweeters,0
2469,#metoo.,#Trump,21
2470,#metoo.,#resist,20
2471,#metoo.,#trump,6
2472,#metoo.,#immigration,1
2473,#metoo.,#Resist,4
2474,#metoo.,#TheResistance,2
2475,#metoo.,#cuéntalo,2
2476,#metoo.,#inmigracion,0
2477,#metoo.,#MeQueer,0
2478,#metoo.,#MeToo ,1
2479,#metoo.,🌹#Follow,0
2480,#metoo.,❣#MeToo,0
2481,#metoo.,#BlueWave2018,5
2482,#metoo.,#NowPlaying,0
2483,#metoo.,#FBR,0
2484,#metoo.,#MenToo,5
2485,#metoo.,#FF,0
2486,#metoo.,#AM2DM,1
2487,#metoo.,🌺#RT,0
2488,#metoo.,#BreakingNews,1
2489,#metoo.,#NP,0
2490,#metoo.,#NeverAgain,1
2491,#metoo.,#KuToo,1
2492,#metoo.,#東トルキスタン,0
2493,#metoo.,#women,45
2494,#metoo.,#충북여중_미투,0
2495,#metoo.,#FreeUyghur,0
2496,#metoo.,#TBT,1
2497,#metoo.,#충북여중,0
2498,#metoo.,#orangetheworld,0
2499,#metoo.,#churchtoo,10
2500,#metoo.,#MorningJoe,0
2501,#metoo.,#WCW,0
2502,#metoo.,#QAnon,1
2503,#metoo.,#MeTooUyghur,0
2504,#metoo.,#MeToo?,0
2505,#metoo.,#timeisnow,0
2506,#metoo.,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2507,#metoo.,#4FLW,0
2508,#metoo.,#FBF,0
2509,#metoo.,#MeTooIndia,1
2510,#metoo.,#MUSIC,0
2511,#metoo.,#니가보인다,0
2512,#metoo.,#genderequality,2
2513,#metoo.,#16days,3
2514,#metoo.,#AbuseFreeIndia,0
2515,#metoo.,#News,0
2516,#metoo.,#YoTambien,0
2517,#metoo.,#IARTG,0
2518,#metoo.,#Timesup,0
2519,#metoo.,#MarchForOurLives,10
2520,#metoo.,#ImmigrationReform,0
2521,#metoo.,#WednesdayWisdom,0
2522,#metoo.,#일급비밀,0
2523,#metoo.,#SenDeAnlat,0
2524,#metoo.,#ThursdayThoughts,0
2525,#metoo.,#ImpeachTrump,5
2526,#metoo.,#RT,0
2527,#metoo.,#BlackLivesMatter,19
2528,#metoo.,#伊藤詩織,0
2529,#metoo.,#FridayFeeling,1
2530,#metoo.,#HarveyWeinstein,3
2531,#metoo.,#BelieveSurvivors,1
2532,#metoo.,#Rape,4
2533,#metoo.,#16Days,0
2534,#metoo.,#BernardPark,0
2535,#TrumpSexProbe,#latism,0
2536,#TrumpSexProbe,#USLatino,0
2537,#TrumpSexProbe,#TNTweeters,0
2538,#TrumpSexProbe,#Trump,14802
2539,#TrumpSexProbe,#resist,3
2540,#TrumpSexProbe,#trump,4
2541,#TrumpSexProbe,#immigration,0
2542,#TrumpSexProbe,#Resist,37
2543,#TrumpSexProbe,#TheResistance,232
2544,#TrumpSexProbe,#cuéntalo,0
2545,#TrumpSexProbe,#inmigracion,0
2546,#TrumpSexProbe,#MeQueer,0
2547,#TrumpSexProbe,#MeToo ,500
2548,#TrumpSexProbe,🌹#Follow,0
2549,#TrumpSexProbe,❣#MeToo,0
2550,#TrumpSexProbe,#BlueWave2018,7
2551,#TrumpSexProbe,#NowPlaying,0
2552,#TrumpSexProbe,#FBR,4
2553,#TrumpSexProbe,#MenToo,0
2554,#TrumpSexProbe,#FF,0
2555,#TrumpSexProbe,#AM2DM,0
2556,#TrumpSexProbe,🌺#RT,0
2557,#TrumpSexProbe,#BreakingNews,0
2558,#TrumpSexProbe,#NP,0
2559,#TrumpSexProbe,#NeverAgain,0
2560,#TrumpSexProbe,#KuToo,0
2561,#TrumpSexProbe,#東トルキスタン,0
2562,#TrumpSexProbe,#women,5
2563,#TrumpSexProbe,#충북여중_미투,0
2564,#TrumpSexProbe,#FreeUyghur,0
2565,#TrumpSexProbe,#TBT,0
2566,#TrumpSexProbe,#충북여중,0
2567,#TrumpSexProbe,#orangetheworld,0
2568,#TrumpSexProbe,#churchtoo,9
2569,#TrumpSexProbe,#MorningJoe,0
2570,#TrumpSexProbe,#WCW,0
2571,#TrumpSexProbe,#QAnon,0
2572,#TrumpSexProbe,#MeTooUyghur,0
2573,#TrumpSexProbe,#MeToo?,0
2574,#TrumpSexProbe,#timeisnow,0
2575,#TrumpSexProbe,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2576,#TrumpSexProbe,#4FLW,0
2577,#TrumpSexProbe,#FBF,0
2578,#TrumpSexProbe,#MeTooIndia,0
2579,#TrumpSexProbe,#MUSIC,0
2580,#TrumpSexProbe,#니가보인다,0
2581,#TrumpSexProbe,#genderequality,0
2582,#TrumpSexProbe,#16days,0
2583,#TrumpSexProbe,#AbuseFreeIndia,0
2584,#TrumpSexProbe,#News,0
2585,#TrumpSexProbe,#YoTambien,0
2586,#TrumpSexProbe,#IARTG,0
2587,#TrumpSexProbe,#Timesup,0
2588,#TrumpSexProbe,#MarchForOurLives,1
2589,#TrumpSexProbe,#ImmigrationReform,0
2590,#TrumpSexProbe,#WednesdayWisdom,0
2591,#TrumpSexProbe,#일급비밀,0
2592,#TrumpSexProbe,#SenDeAnlat,0
2593,#TrumpSexProbe,#ThursdayThoughts,21
2594,#TrumpSexProbe,#ImpeachTrump,65
2595,#TrumpSexProbe,#RT,4
2596,#TrumpSexProbe,#BlackLivesMatter,4
2597,#TrumpSexProbe,#伊藤詩織,0
2598,#TrumpSexProbe,#FridayFeeling,0
2599,#TrumpSexProbe,#HarveyWeinstein,3
2600,#TrumpSexProbe,#BelieveSurvivors,0
2601,#TrumpSexProbe,#Rape,1
2602,#TrumpSexProbe,#16Days,0
2603,#TrumpSexProbe,#BernardPark,0
2604,#latism,#USLatino,14265
2605,#latism,#TNTweeters,13977
2606,#latism,#Trump,7
2607,#latism,#resist,0
2608,#latism,#trump,0
2609,#latism,#immigration,12272
2610,#latism,#Resist,20
2611,#latism,#TheResistance,0
2612,#latism,#cuéntalo,0
2613,#latism,#inmigracion,12102
2614,#latism,#MeQueer,0
2615,#latism,#MeToo ,0
2616,#latism,🌹#Follow,0
2617,#latism,❣#MeToo,0
2618,#latism,#BlueWave2018,0
2619,#latism,#NowPlaying,0
2620,#latism,#FBR,0
2621,#latism,#MenToo,0
2622,#latism,#FF,0
2623,#latism,#AM2DM,0
2624,#latism,🌺#RT,0
2625,#latism,#BreakingNews,0
2626,#latism,#NP,0
2627,#latism,#NeverAgain,0
2628,#latism,#KuToo,0
2629,#latism,#東トルキスタン,0
2630,#latism,#women,0
2631,#latism,#충북여중_미투,0
2632,#latism,#FreeUyghur,0
2633,#latism,#TBT,1
2634,#latism,#충북여중,0
2635,#latism,#orangetheworld,0
2636,#latism,#churchtoo,0
2637,#latism,#MorningJoe,0
2638,#latism,#WCW,0
2639,#latism,#QAnon,0
2640,#latism,#MeTooUyghur,0
2641,#latism,#MeToo?,0
2642,#latism,#timeisnow,38
2643,#latism,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2644,#latism,#4FLW,0
2645,#latism,#FBF,0
2646,#latism,#MeTooIndia,0
2647,#latism,#MUSIC,0
2648,#latism,#니가보인다,0
2649,#latism,#genderequality,0
2650,#latism,#16days,0
2651,#latism,#AbuseFreeIndia,0
2652,#latism,#News,3
2653,#latism,#YoTambien,0
2654,#latism,#IARTG,0
2655,#latism,#Timesup,0
2656,#latism,#MarchForOurLives,0
2657,#latism,#ImmigrationReform,7158
2658,#latism,#WednesdayWisdom,0
2659,#latism,#일급비밀,0
2660,#latism,#SenDeAnlat,0
2661,#latism,#ThursdayThoughts,0
2662,#latism,#ImpeachTrump,60
2663,#latism,#RT,0
2664,#latism,#BlackLivesMatter,1
2665,#latism,#伊藤詩織,0
2666,#latism,#FridayFeeling,0
2667,#latism,#HarveyWeinstein,0
2668,#latism,#BelieveSurvivors,0
2669,#latism,#Rape,0
2670,#latism,#16Days,0
2671,#latism,#BernardPark,0
2672,#USLatino,#TNTweeters,13888
2673,#USLatino,#Trump,7
2674,#USLatino,#resist,0
2675,#USLatino,#trump,0
2676,#USLatino,#immigration,12193
2677,#USLatino,#Resist,20
2678,#USLatino,#TheResistance,0
2679,#USLatino,#cuéntalo,0
2680,#USLatino,#inmigracion,12016
2681,#USLatino,#MeQueer,0
2682,#USLatino,#MeToo ,0
2683,#USLatino,🌹#Follow,0
2684,#USLatino,❣#MeToo,0
2685,#USLatino,#BlueWave2018,0
2686,#USLatino,#NowPlaying,0
2687,#USLatino,#FBR,0
2688,#USLatino,#MenToo,0
2689,#USLatino,#FF,0
2690,#USLatino,#AM2DM,0
2691,#USLatino,🌺#RT,0
2692,#USLatino,#BreakingNews,0
2693,#USLatino,#NP,0
2694,#USLatino,#NeverAgain,0
2695,#USLatino,#KuToo,0
2696,#USLatino,#東トルキスタン,0
2697,#USLatino,#women,0
2698,#USLatino,#충북여중_미투,0
2699,#USLatino,#FreeUyghur,0
2700,#USLatino,#TBT,1
2701,#USLatino,#충북여중,0
2702,#USLatino,#orangetheworld,0
2703,#USLatino,#churchtoo,0
2704,#USLatino,#MorningJoe,0
2705,#USLatino,#WCW,0
2706,#USLatino,#QAnon,0
2707,#USLatino,#MeTooUyghur,0
2708,#USLatino,#MeToo?,0
2709,#USLatino,#timeisnow,0
2710,#USLatino,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2711,#USLatino,#4FLW,0
2712,#USLatino,#FBF,0
2713,#USLatino,#MeTooIndia,0
2714,#USLatino,#MUSIC,0
2715,#USLatino,#니가보인다,0
2716,#USLatino,#genderequality,0
2717,#USLatino,#16days,0
2718,#USLatino,#AbuseFreeIndia,0
2719,#USLatino,#News,3
2720,#USLatino,#YoTambien,0
2721,#USLatino,#IARTG,0
2722,#USLatino,#Timesup,0
2723,#USLatino,#MarchForOurLives,0
2724,#USLatino,#ImmigrationReform,7153
2725,#USLatino,#WednesdayWisdom,0
2726,#USLatino,#일급비밀,0
2727,#USLatino,#SenDeAnlat,0
2728,#USLatino,#ThursdayThoughts,0
2729,#USLatino,#ImpeachTrump,60
2730,#USLatino,#RT,0
2731,#USLatino,#BlackLivesMatter,1
2732,#USLatino,#伊藤詩織,0
2733,#USLatino,#FridayFeeling,0
2734,#USLatino,#HarveyWeinstein,0
2735,#USLatino,#BelieveSurvivors,0
2736,#USLatino,#Rape,0
2737,#USLatino,#16Days,0
2738,#USLatino,#BernardPark,0
2739,#TNTweeters,#Trump,14
2740,#TNTweeters,#resist,0
2741,#TNTweeters,#trump,0
2742,#TNTweeters,#immigration,11975
2743,#TNTweeters,#Resist,30
2744,#TNTweeters,#TheResistance,7
2745,#TNTweeters,#cuéntalo,0
2746,#TNTweeters,#inmigracion,11812
2747,#TNTweeters,#MeQueer,0
2748,#TNTweeters,#MeToo ,0
2749,#TNTweeters,🌹#Follow,0
2750,#TNTweeters,❣#MeToo,0
2751,#TNTweeters,#BlueWave2018,0
2752,#TNTweeters,#NowPlaying,0
2753,#TNTweeters,#FBR,0
2754,#TNTweeters,#MenToo,0
2755,#TNTweeters,#FF,0
2756,#TNTweeters,#AM2DM,0
2757,#TNTweeters,🌺#RT,0
2758,#TNTweeters,#BreakingNews,0
2759,#TNTweeters,#NP,0
2760,#TNTweeters,#NeverAgain,0
2761,#TNTweeters,#KuToo,0
2762,#TNTweeters,#東トルキスタン,0
2763,#TNTweeters,#women,0
2764,#TNTweeters,#충북여중_미투,0
2765,#TNTweeters,#FreeUyghur,0
2766,#TNTweeters,#TBT,0
2767,#TNTweeters,#충북여중,0
2768,#TNTweeters,#orangetheworld,0
2769,#TNTweeters,#churchtoo,0
2770,#TNTweeters,#MorningJoe,0
2771,#TNTweeters,#WCW,0
2772,#TNTweeters,#QAnon,0
2773,#TNTweeters,#MeTooUyghur,0
2774,#TNTweeters,#MeToo?,0
2775,#TNTweeters,#timeisnow,122
2776,#TNTweeters,#1WORLD1LAW_NOT_KILLING_ALLOWED,0
2777,#TNTweeters,#4FLW,0
2778,#TNTweeters,#FBF,0
2779,#TNTweeters,#MeTooIndia,0
2780,#TNTweeters,#MUSIC,0
2781,#TNTweeters,#니가보인다,0
2782,#TNTweeters,#genderequality,0
2783,#TNTweeters,#16days,0
2784,#TNTweeters,#AbuseFreeIndia,0
2785,#TNTweeters,#News,3
2786,#TNTweeters,#YoTambien,0
2787,#TNTweeters,#IARTG,0
2788,#TNTweeters,#Timesup,0
2789,#TNTweeters,#MarchForOurLives,0
2790,#TNTweeters,#ImmigrationReform,7176
2791,#TNTweeters,#WednesdayWisdom,0
2792,#TNTweeters,#일급비밀,0
2793,#TNTweeters,#SenDeAnlat,0
2794,#TNTweeters,#ThursdayThoughts,0
2795,#TNTweeters,#ImpeachTrump,63
2796,#TNTweeters,#RT,0
2797,#TNTweeters,#BlackLivesMatter,1
2798,#TNTweeters,#伊藤詩織,0
2799,#TNTweeters,#FridayFeeling,0
2800,#TNTweeters,#HarveyWeinstein,0
2801,#TNTweeters,#BelieveSurvivors,0
2802,#TNTweeters,#Rape,0
2803,#TNTweeters,#16Days,0
2804,#TNTweeters,#BernardPark,0
2805,#Trump,#resist,1156
2806,#Trump,#trump,3585
2807,#Trump,#immigration,131
2808,#Trump,#Resist,4911
2809,#Trump,#TheResistance,4303
2810,#Trump,#cuéntalo,0
2811,#Trump,#inmigracion,1
